Time,hero,shadower,adele,ark
1458,1.1478972795183972E12,1.9124933444304172E12,3.011318400789307E12,2.6721522219353916E12
1459,1.0995032948009308E12,1.938930538751604E12,2.9531878073126064E12,2.682533098101501E12
1460,1.054933562595825E12,1.8242523976894355E12,2.846843029478897E12,2.716912053728977E12
1461,1.0634273720589998E12,1.8486734862213704E12,2.884450523863729E12,2.5697279409199785E12
1462,1.075520769955458E12,1.8957104557693223E12,2.9406609385639863E12,2.580108817086088E12
1463,1.0852360878589303E12,1.9286363344528887E12,2.9707780435343784E12,2.5904896932521973E12
1464,1.0988733751048262E12,1.8612518904369346E12,2.986850478711455E12,2.6008705694183066E12
1465,1.1098289875860503E12,1.8905807020683828E12,3.074534080155038E12,2.6236289925280723E12
1466,1.1250336278842642E12,1.9111108702103965E12,2.896687289671925E12,2.5273648551542456E12
1467,1.1372483846771714E12,1.7883686822059119E12,2.926804394642317E12,2.536144043763824E12
1468,1.1537044868707974E12,1.8127897707378467E12,2.7954616193879287E12,2.544923232373403E12
1469,1.166924614549713E12,1.8511433390506218E12,2.490081893602799E12,2.5537024209829814E12
1470,1.1833807167433389E12,1.8779908368695645E12,2.5713949921806753E12,2.56248160959256E12
1471,1.1966008444222544E12,1.6495224868597305E12,2.599385783611785E12,2.5755871941892114E12
1472,1.2130569466158804E12,1.6788512984911787E12,2.4133154851247065E12,2.4310262312376753E12
1473,1.226277074294796E12,1.6993814666331924E12,2.4654420277891997E12,2.439805419847254E12
1474,1.2427331764884219E12,1.624174642696853E12,2.517568570453693E12,2.4485846084568325E12
1475,1.2559533041673374E12,1.6485957312287878E12,2.804767152627208E12,2.457363797066411E12
1476,1.2724094063609634E12,1.686949299541563E12,2.7909251343966006E12,2.4661429856759897E12
1477,1.285629534039879E12,1.7137967973605056E12,2.8189159258277104E12,2.479248570272641E12
1478,1.302085636233505E12,1.7176125924436204E12,2.5392793388732686E12,2.5020069933824067E12
1479,1.3153057639124204E12,1.7177763340677778E12,2.5914058815377617E12,2.4582645190002827E12
1480,1.3317618661060464E12,1.747105145699226E12,2.642599028810191E12,2.4670437076098613E12
1481,1.344981993784962E12,1.7676353138412397E12,2.670589820241301E12,2.47582289621944E12
1482,1.361438095978588E12,1.5910563638619695E12,2.277437635872731E12,2.4846020848290186E12
1483,1.3746582236575034E12,1.6294099321747446E12,2.305428427303841E12,2.493381273438597E12
1484,1.4157984791415684E12,1.6562574299936873E12,2.1437947458598232E12,2.5233050728292515E12
1485,1.429018606820484E12,1.660073225076802E12,2.1959212885243162E12,2.352512585868019E12
1486,1.4701588623045488E12,1.6602369667009595E12,2.2307964743952837E12,2.3612917744775977E12
1487,1.4833789899834644E12,1.6895657783324077E12,2.3048812324877046E12,2.3700709630871763E12
1488,1.5245192454675293E12,1.7100959464744214E12,2.305985970499892E12,2.378850151696755E12
1489,1.5377393731464448E12,1.5268011971488691E12,2.4353402119108433E12,2.3876293403063335E12
1490,1.5788796286305098E12,1.551222285680804E12,2.314800157388662E12,2.410387763416099E12
1491,1.5920997563094253E12,1.589575853993579E12,2.443070775418382E12,2.237500510271884E12
1492,1.6332400117934902E12,1.6164233518125217E12,2.5243838739962583E12,2.2462796988814624E12
1493,1.6464601394724058E12,1.6165870934366792E12,2.480448161093149E12,2.255058887491041E12
1494,1.6919274195495818E12,1.6459159050681274E12,2.369205196890035E12,2.2638380761006196E12
1495,1.6368312012543552E12,1.666446073210141E12,2.397195988321145E12,2.272617264710198E12
1496,1.6500513289332708E12,1.484219746507861E12,2.2020600969068325E12,2.305511168258734E12
1497,1.665207088958996E12,1.508640835039796E12,2.1454340259720703E12,2.2225826159742627E12
1498,1.710674369036172E12,1.546994403352571E12,2.017415139880825E12,2.2453410390840283E12
1499,1.6687054644270813E12,1.5738419011715137E12,2.0686082871532542E12,2.254206951432321E12
1500,1.6838612244528066E12,1.5740056427956711E12,2.0965990785843643E12,2.2630728637806133E12
1501,1.7293285045299827E12,1.7041368165172112E12,1.988586770888769E12,2.271938776128906E12
1502,1.6874060069172817E12,1.795228638122289E12,2.0698998694666455E12,2.280804688477198E12
1503,1.702561766943007E12,1.606006687100965E12,2.0978906608977556E12,2.2896706008254907E12
1504,1.748029047020183E12,1.6353354987324133E12,2.0278382279668914E12,2.323264371749134E12
1505,1.6929328287249565E12,1.655865666874427E12,2.0799647706313843E12,2.297854339917883E12
1506,1.7028050019916792E12,1.5411875258122585E12,2.1079555620624944E12,2.308337761823956E12
1507,1.7141226149979026E12,1.5798542493211555E12,2.0941135438318872E12,2.3188211837300293E12
1508,1.748075454016573E12,1.6182078176339307E12,2.1453066911043164E12,2.3293046056361025E12
1509,1.7027585949952893E12,1.6450553154528733E12,2.1732974825354265E12,2.3677724727875063E12
1510,1.7140762080015127E12,1.5776708714369192E12,2.0649269879185037E12,2.293136864973106E12
1511,1.748029047020183E12,1.6069996830683674E12,1.6746228899918257E12,2.303620286879179E12
1512,1.6290267085433286E12,1.627529851210381E12,1.7304249174885063E12,2.3141037087852524E12
1513,1.640344321549552E12,1.5047876632058965E12,1.557240602976517E12,2.3245871306913257E12
1514,1.6742971605682224E12,1.5292087517378313E12,1.57590773474324E12,2.3581809016149688E12
1515,1.6290267085433286E12,1.5675623200506064E12,1.594574866509963E12,2.299938466562562E12
1516,1.640344321549552E12,1.594409817869549E12,1.6119975228255708E12,2.3104218884686353E12
1517,1.7140762080015127E12,1.534020998172639E12,1.6294201791411787E12,2.3209053103747085E12
1518,1.748029047020183E12,1.5633498098040872E12,1.716466730298191E12,2.3313887322807817E12
1519,1.6929328287249565E12,1.5838799779461008E12,1.6908679838940188E12,2.3919544380101865E12
1520,1.7028050019916792E12,1.4702702595072043E12,1.7095351156607417E12,2.40243785991626E12
1521,1.7141226149979026E12,1.4946913480391392E12,1.7394395892772056E12,2.412921281822333E12
1522,1.748075454016573E12,1.5330449163519143E12,1.5807451476762625E12,2.4234047037284062E12
1523,1.7027585949952893E12,1.559892414170857E12,1.5994122794429854E12,2.4338881256344795E12
1524,1.7140762080015127E12,1.4954970096366763E12,1.6180129552752122E12,2.4787673039777837E12
1525,1.748029047020183E12,1.5248258212681245E12,1.6362805611545205E12,2.407152254419413E12
1526,1.7027585949952893E12,1.5453559894101382E12,1.7155890956715088E12,2.4176356763254863E12
1527,1.7140762080015127E12,1.4446241061056423E12,1.5527754433627876E12,2.4281190982315596E12
1528,1.748029047020183E12,1.4447878477297998E12,1.5901097068962332E12,2.438602520137633E12
1529,1.6261903059859507E12,1.4692089362617346E12,1.608776838662956E12,2.472196291061276E12
1530,1.6360624792526733E12,1.5075625045745098E12,1.64597819032741E12,2.404915179822422E12
1531,1.6473800922588967E12,1.5344100023934524E12,1.6758826639438738E12,2.415398601728495E12
1532,1.748075454016573E12,1.510064039168324E12,1.6317490390753213E12,2.4258820236345684E12
1533,1.7140762080015127E12,1.5305942073103376E12,1.3336002348818853E12,2.4363654455406416E12
1534,1.748029047020183E12,1.4446241061056423E12,1.3522673666486082E12,2.5028031264298105E12
1535,1.6021750336952793E12,1.4447878477297998E12,1.4080693941452888E12,2.361914526523633E12
1536,1.6134926467015027E12,1.4692089362617346E12,1.4288222142886824E12,2.3717588885736055E12
1537,1.647445485720173E12,1.5075625045745098E12,1.449575034432076E12,2.381603250623578E12
1538,1.647491892716563E12,1.5344100023934524E12,1.5546201734295005E12,2.391447612673551E12
1539,1.6573640659832856E12,1.510064039168324E12,1.5452965137651133E12,2.423098798539928E12
1540,1.668681678989509E12,1.5305942073103376E12,1.5639636455318362E12,2.432943160589901E12
1541,1.7026345180081794E12,1.4446241061056423E12,1.5847164656752297E12,2.4427875226398735E12
1542,1.6217211835974475E12,1.4447878477297998E12,1.6146209392916936E12,2.452631884689846E12
1543,1.633038796603671E12,1.4692089362617346E12,1.5541041323548772E12,2.462476246739819E12
1544,1.6669916356223413E12,1.5075625045745098E12,1.6099061598515579E12,2.4951871821329727E12
1545,1.6700687613185242E12,1.5344100023934524E12,1.6306589799949514E12,2.3572630787133857E12
1546,1.6813863743247476E12,1.4807352275368757E12,1.651411800138345E12,2.367011146118353E12
1547,1.7551182607767083E12,1.510064039168324E12,1.6696794060176533E12,2.3767592135233203E12
1548,1.8102972840618806E12,1.5305942073103376E12,1.6995838796341172E12,2.3865072809282876E12
1549,1.171632847825286E12,1.4447878477297998E12,1.69026021996973E12,2.407949681113433E12
1550,1.2035491859162683E12,1.4692089362617346E12,1.708927351736453E12,2.354731432951402E12
1551,1.1297059880878367E12,1.5075625045745098E12,1.7296801718798464E12,2.3629895671064424E12
1552,1.1395781613545593E12,1.5344100023934524E12,1.8167267230368586E12,2.371247701261483E12
1553,1.1508957743607827E12,1.4807352275368757E12,1.8466311966533225E12,2.3795058354165234E12
1554,1.1848486133794531E12,1.3916945273620789E12,1.8373075369889353E12,2.387763969571564E12
1555,1.120877618864359E12,1.4352169833194067E12,1.8559746687556582E12,2.40011171388699E12
1556,1.1321952318705823E12,1.4656827024895361E12,1.9117766962523389E12,2.412343936730582E12
1557,1.1661480708892527E12,1.4202770931424856E12,1.9325295163957324E12,2.4206020708856226E12
1558,1.1021770763741582E12,1.420440834766643E12,1.953282336539126E12,2.428860205040663E12
1559,1.1134946893803816E12,1.4499903518902842E12,1.9831868101555898E12,2.4371183391957036E12
1560,1.147447528399052E12,1.5069050850433062E12,1.8705434605542805E12,2.445376473350744E12
1561,1.0923049031074354E12,1.5467453982504214E12,1.8892105923210034E12,2.4577242176661704E12
1562,1.102177076374158E12,1.496829904460982E12,1.9066332486366113E12,2.479166617851316E12
1563,1.1134946893803813E12,1.5272956236311113E12,1.962435276133292E12,2.1183004363183857E12
1564,1.1474475283990518E12,1.3105259987309048E12,1.9831880962766855E12,2.126558570473426E12
1565,1.102177076374158E12,1.3106897403550623E12,2.001455702155994E12,2.1348167046284663E12
1566,1.1134946893803813E12,1.3402392574787034E12,2.088502253313006E12,2.1430748387835066E12
1567,1.1474475283990518E12,1.3971539906317253E12,1.9602867334183032E12,2.1513329729385469E12
1568,1.102177076374158E12,1.4369943038388406E12,1.9762502894035544E12,2.179526406134676E12
1569,1.1134946893803813E12,1.4268419849395918E12,1.9911496083231223E12,2.0051426491327654E12
1570,1.1474475283990518E12,1.4573077041097212E12,2.0088967807516948E12,2.0134007832878057E12
1571,1.0186194236518644E12,1.3578932848955178E12,2.0266439531802673E12,2.021658917442846E12
1572,1.0284915969185869E12,1.3580570265196753E12,2.0522173377125874E12,2.0299170515978862E12
1573,1.0398092099248104E12,1.3876065436433164E12,1.9717884728624507E12,2.0381751857529265E12
1574,1.0737620489434808E12,1.4445212767963384E12,2.0037155848329531E12,2.0596175859380718E12
1575,1.0284451899221971E12,1.4843615900034536E12,2.0196791408182043E12,1.9004012479442507E12
1576,1.0397628029284207E12,1.293505416391264E12,2.0673993155705884E12,1.908659382099291E12
1577,1.1134946893803813E12,1.2997846887800376E12,2.085146487999161E12,1.9169175162543313E12
1578,1.1474475283990518E12,1.299948430404195E12,2.2035661392855176E12,1.9251756504093716E12
1579,1.102177076374158E12,1.3001121720283525E12,2.1240706698274446E12,1.9334337845644119E12
1580,1.1134946893803813E12,1.3593027121303184E12,2.1400342258126958E12,1.9494310510429434E12
1581,1.1474475283990518E12,1.4007360902016946E12,2.1549335447322637E12,1.9576891851979836E12
1582,1.102177076374158E12,1.3511375372020366E12,2.1726807171608362E12,1.965947319353024E12
1583,1.1134946893803813E12,1.4285415742901465E12,2.1904278895894087E12,1.9742054535080642E12
1584,1.2480310896990618E12,1.4827244002518232E12,2.247919964222217E12,1.9824635876631045E12
1585,1.0823207491033582E12,1.4353288977840203E12,2.2638835202074683E12,2.0113566097722888E12
1586,1.0919708189026262E12,1.4354926394081777E12,2.278782839127036E12,2.032799009957434E12
1587,1.1904007434157637E12,1.649636498884344E12,2.296530011555609E12,1.875367834676007E12
1588,1.1353043448408489E12,1.7995372005176604E12,2.5121252914286387E12,1.8769618981053982E12
1589,1.14619371138646E12,1.5687541103911226E12,2.537698675960959E12,1.8785559615347893E12
1590,1.1836587928367E12,1.56891785201528E12,2.5015356892817173E12,1.8868140956898296E12
1591,1.1406172702020386E12,1.62527149924585E12,2.5174992452669688E12,1.8950722298448699E12
1592,1.1545457035138374E12,1.664719052307249E12,2.5323985641865366E12,1.9033303639999102E12
1593,1.1963310034492336E12,1.721072699537819E12,2.5501457366151094E12,1.9115884981549504E12
1594,1.1544085058365327E12,1.7605202525992183E12,2.581389524125164E12,1.9198466323099907E12
1595,1.169564265862258E12,1.8168738998297883E12,2.6069629086574844E12,1.941289032495136E12
1596,1.215031545939434E12,1.8563214528911875E12,2.5497017808304473E12,1.8622214897432632E12
1597,1.0781509776082704E12,1.806626214741883E12,2.56744895325902E12,1.8704796238983035E12
1598,1.0933067376339957E12,1.8629798619724531E12,2.585196125687593E12,1.8787377580533438E12
1599,1.1920433507957517E12,1.902427415033852E12,2.610769510219913E12,1.886995892208384E12
1600,1.2375106308729277E12,1.9087066874226257E12,2.4488398071167686E12,1.8952540263634243E12
1601,1.1967383859746626E12,1.9650603346531958E12,2.46480336310202E12,1.9035121605184646E12
1602,1.2099585136535781E12,2.0045078877145947E12,2.482550535530593E12,1.934503949366815E12
1603,1.2251142736793035E12,2.0608615349451648E12,2.508123920062913E12,1.8585009101989583E12
1604,1.2705815537564795E12,2.100309088006564E12,2.4568487388982554E12,1.8600949736283494E12
1605,1.2252647247818105E12,2.156662735237134E12,2.472812294883507E12,1.9070261019031763E12
1606,1.236582337788034E12,2.1961102882985332E12,2.4905594673120796E12,1.9284685020883215E12
1607,1.2705351768067043E12,2.2524639355291035E12,2.5083066397406523E12,1.8657963844311013E12
1608,1.2252647247818105E12,2.2919114885905024E12,2.539550427250707E12,1.8674061945480842E12
1609,1.236582337788034E12,2.3482651358210723E12,2.5651238117830273E12,1.8757459052930095E12
1610,1.1814924388008096E12,2.387712688882471E12,2.42757628800631E12,1.8840856160379348E12
1611,1.1305925661225625E12,2.350464644742116E12,2.4435398439915615E12,1.89242532678286E12
1612,1.0755027354115497E12,2.389912197803515E12,2.4912600187439453E12,1.9007650375277854E12
1613,1.1389489759126882E12,2.446265845034085E12,2.509007191172518E12,1.9091047482727107E12
1614,1.1864213677625662E12,2.485713398095484E12,2.5768294065343394E12,1.9215744677044421E12
1615,1.1946785759756982E12,2.5420670453260537E12,2.449967146443245E12,1.8661827501768806E12
1616,1.2085222775562737E12,2.5815145983874526E12,2.4648792386999595E12,1.8677925602938635E12
1617,1.2243464081728997E12,2.6378682456180225E12,2.4814574668087344E12,1.8801456170943225E12
1618,1.348419056264015E12,2.6773157986794214E12,2.4980356949175093E12,1.8884853278392478E12
1619,1.3958914481138928E12,2.6335723496705757E12,2.567572151707093E12,1.896825038584173E12
1620,1.280860637950891E12,2.6337360912947334E12,2.5638171121970845E12,1.9051647493290984E12
1621,1.296684768567517E12,2.6900897385253037E12,2.5936412967105137E12,1.9135044600740237E12
1622,1.4000786419767798E12,2.7295372915867026E12,2.608553388967228E12,1.9259741795057551E12
1623,1.524151290067895E12,2.7858909388172725E12,2.6531304023263784E12,2.1786678702719438E12
1624,1.571623681917773E12,2.8253384918786714E12,2.6697086304351533E12,2.2103190561383213E12
1625,1.579927297127295E12,2.884529031980637E12,2.693645492919757E12,2.127944078087001E12
1626,1.5937709987078704E12,2.925962410052013E12,2.4688705148621333E12,2.1377884401369739E12
1627,1.6095951293244963E12,2.916248092155563E12,2.4837826071188477E12,2.1476328021869468E12
1628,1.7336677774156116E12,2.993652129243673E12,2.528359620477998E12,2.1574771642369197E12
1629,1.7811401692654895E12,3.0478349552053496E12,2.544937848586773E12,2.1673215262868926E12
1630,1.6254667772544668E12,3.053950485969966E12,2.561516076695548E12,2.2241952017293516E12
1631,1.6889130177556052E12,3.0541142275941235E12,2.605294879071683E12,2.234039563779324E12
1632,1.7027567193361807E12,3.1133047676960894E12,2.6748313358612666E12,2.243883925829297E12
1633,1.7185808499528066E12,3.1547381457674653E12,2.69876819834587E12,2.2537282878792695E12
1634,1.8426534980439219E12,3.082631993456812E12,2.803763643034778E12,2.263572649929242E12
1635,1.8901258898937998E12,3.122819336744964E12,2.7397089482260786E12,2.299816083744983E12
1636,1.9039695914743752E12,3.2002233738330737E12,2.6201390825392666E12,2.2276061514234185E12
1637,1.9197937220910012E12,3.2544061997947505E12,2.64407594502387E12,2.2292159615404014E12
1638,2.0438663701821165E12,3.254569941418908E12,2.482955789346489E12,2.239060323590374E12
1639,2.0913387620319944E12,3.313760481520874E12,2.526734591722624E12,2.2489046856403467E12
1640,2.0466587815040256E12,3.35519385959225E12,2.5506714542072275E12,2.2587490476903193E12
1641,2.060502483084601E12,3.156399539695062E12,2.400043002046784E12,2.268593409740292E12
1642,2.076326613701227E12,3.1565632813192197E12,2.4446200154059346E12,2.3002445956066694E12
1643,2.2003992617923423E12,3.1967506246073716E12,2.468556877890538E12,2.2413398253160005E12
1644,2.1520513816603933E12,3.2741546616954814E12,2.255867815849694E12,2.251184187365973E12
1645,2.1692836938952705E12,3.328337487657158E12,2.1618916083430916E12,2.261028549415946E12
1646,2.183127395475846E12,3.387528027759124E12,2.2064686217022417E12,2.2708729114659185E12
1647,2.200359707710723E12,3.4289614058305E12,2.250247424078377E12,2.313156917584282E12
1648,2.214203409291299E12,3.230167085933312E12,2.2741842865629805E12,2.246211433037826E12
1649,2.231435721526176E12,3.2303308275574697E12,2.0403610169275952E12,2.256055795087799E12
1650,2.2452794231067515E12,3.2705181708456216E12,2.0849380302867456E12,2.2659001571377715E12
1651,2.2625117353416284E12,3.3479222079337314E12,2.108874892771349E12,2.275744519187744E12
1652,2.276355436922204E12,3.402105033895408E12,1.9829799951642595E12,2.3073957050541216E12
1653,2.293587749157081E12,3.461295573997374E12,2.0128041796776885E12,2.244503919106162E12
1654,2.3074314507376567E12,3.50272895206875E12,2.0823406364672722E12,2.254348281156135E12
1655,2.3246637629725337E12,3.377922807299019E12,1.8371389380876812E12,2.2641926432061074E12
1656,2.3385074645531094E12,3.378086548923177E12,1.8610758005722847E12,2.27403700525608E12
1657,2.3557397767879863E12,3.4182738922113286E12,1.783463827587402E12,2.306747940649234E12
1658,2.369583478368562E12,3.4956779292994385E12,1.8074006900720056E12,2.238668970034101E12
1659,2.386815790603439E12,3.549860755261115E12,1.7749464180564397E12,2.2485133320840737E12
1660,2.4006594921840146E12,3.609051295363081E12,1.7988832805410432E12,2.2583576941340464E12
1661,2.4178918044188916E12,3.650484673434457E12,1.7682126249687986E12,2.268202056184019E12
1662,2.4317355059994673E12,3.543253999624026E12,1.792149487453402E12,2.2998532420503965E12
1663,2.448967818234344E12,3.5434177412481836E12,1.711689660959515E12,2.229199754679667E12
1664,2.46281151981492E12,3.5836050845363354E12,1.7356265234441184E12,2.2389478220846343E12
1665,2.480043832049797E12,3.6610091216244453E12,1.6149868622899885E12,2.2486958894896016E12
1666,2.4938875336303726E12,3.715191947586122E12,1.6845233190795723E12,2.258443956894569E12
1667,2.5111198458652495E12,3.774382487688088E12,1.7478783217785103E12,2.29083492356903E12
1668,2.524963547445825E12,3.815815865759464E12,1.7259809863348694E12,2.225055532426061E12
1669,2.568044328033018E12,3.2798333566878853E12,1.6349457856486E12,2.2348035998310283E12
1670,2.5818880296135938E12,3.279997098312043E12,1.5915307810073396E12,2.2445516672359956E12
1671,2.6249688102007866E12,3.320184441600195E12,1.615467643491943E12,2.254299734640963E12
1672,2.6388125117813623E12,3.3975884786883047E12,1.5004532890913655E12,2.2757421348261084E12
1673,2.681893292368555E12,3.4517713046499814E12,1.5302774736047944E12,2.0946880096598535E12
1674,2.695736993949131E12,3.5109618447519473E12,1.5740562759809297E12,2.1029461438148938E12
1675,2.7388177745363237E12,3.552395222823323E12,1.6435927327705134E12,2.111204277969934E12
1676,2.7526614761168994E12,3.558674495212097E12,1.588996809699693E12,2.1194624121249744E12
1677,2.7957422567040923E12,3.558838236836255E12,1.6129336721842966E12,2.1277205462800146E12
1678,2.809585958284668E12,3.5990255801244067E12,1.5552369170352278E12,2.140068290595441E12
1679,2.857058350134546E12,3.6764296172125166E12,1.4867230411914739E12,2.0767730548910967E12
1680,2.8526433477351445E12,3.7306124431741934E12,1.5305018435676091E12,2.085031189046137E12
1681,2.86648704931572E12,3.6875587689712583E12,1.5544387060522126E12,2.0932893232011772E12
1682,2.882311179932346E12,3.7289921470426343E12,1.5444197963405427E12,2.1015474573562175E12
1683,3.0063838280234614E12,3.249822403958632E12,1.588996809699693E12,2.1098055915112578E12
1684,3.0538562198733394E12,3.2499861455827896E12,1.6129336721842966E12,2.122153335826684E12
1685,3.0434592925926606E12,3.2901734888709414E12,1.5006409939644075E12,2.1435957360118293E12
1686,3.0573029941732363E12,3.3675775259590513E12,1.524577856449011E12,2.0434825016534075E12
1687,3.0731271247898623E12,3.421760351920728E12,1.4867230411914739E12,2.0517406358084478E12
1688,3.1971997728809775E12,3.044834823141627E12,1.5305018435676091E12,2.059998769963488E12
1689,3.2446721647308555E12,3.104025363243593E12,1.5544387060522126E12,2.0682569041185283E12
1690,3.0721451783678857E12,3.1454587413149688E12,1.4650969744608699E12,2.0765150382735686E12
1691,3.0859888799484614E12,2.559549549293009E12,1.4411601119762664E12,2.1047084714696978E12
1692,3.1018130105650874E12,2.58909906641665E12,1.4650969744608699E12,2.1149370451416243E12
1693,3.2258856586562026E12,2.646013799569672E12,1.4419583229592815E12,2.1231951792966646E12
1694,3.2733580505060806E12,2.685854112776787E12,1.4717825074727104E12,2.1314533134517048E12
1695,3.262914716229012E12,2.690471224827356E12,1.5155613098488457E12,2.139711447606745E12
1696,3.276758417809588E12,2.8479299450304194E12,1.5394981723334492E12,2.1479695817617854E12
1697,3.292582548426214E12,2.958151049172564E12,1.540520753279279E12,2.1694119819469307E12
1698,3.3959764218354766E12,2.6359178872411396E12,1.6100572100688628E12,2.0345530984426562E12
1699,3.520049069926592E12,2.673344167010002E12,1.5861203475842593E12,2.0428112325976965E12
1700,3.5675214617764697E12,2.6995425628482056E12,1.6100572100688628E12,2.0510693667527368E12
1701,3.5262225380654287E12,2.5254299246342417E12,1.5861203475842593E12,2.059327500907777E12
1702,3.5420466686820547E12,2.5255741897891943E12,1.4532288880957375E12,2.0675856350628174E12
1703,3.66611931677317E12,2.5655080403183784E12,1.4698071162045125E12,2.0890280352479626E12
1704,3.713591708623048E12,2.614450745390988E12,1.4863853443132874E12,2.0368514995979875E12
1705,3.75584816285124E12,2.6487106389418145E12,1.5497403470122253E12,2.0451096337530278E12
1706,3.769691864431816E12,2.5853492589131772E12,1.4556988130440784E12,2.053367767908068E12
1707,3.785515995048442E12,2.611547654751381E12,1.479635675528682E12,2.0616259020631084E12
1708,3.909588643139557E12,2.4372712749132593E12,1.4935536283016155E12,2.0698840362181487E12
1709,3.9577102744840996E12,2.437415540068212E12,1.5381306416607659E12,2.091326436403294E12
1710,3.957710342760311E12,2.462636919349802E12,1.5547088697695408E12,2.0459461554677065E12
1711,4.0220486845058413E12,2.511579624422411E12,1.5712870978783157E12,2.0542042896227468E12
1712,4.036087038808303E12,2.545839517973238E12,1.615065900254451E12,2.062462423777787E12
1713,4.0521275825898174E12,2.4826418795687583E12,1.6390027627390544E12,2.0707205579328274E12
1714,4.177944784225521E12,2.508840275406962E12,1.3738838096350754E12,2.0789786920878677E12
1715,4.2260664155700635E12,2.3345638955688403E12,1.4184608229942258E12,2.100421092273013E12
1716,4.2401047698725254E12,2.334708160723793E12,1.4350390511030007E12,2.0296243224637288E12
1717,4.2561453136540396E12,2.359929540005383E12,1.2918996074238528E12,2.037882456618769E12
1718,4.381962515289743E12,2.408872245077992E12,1.3084778355326277E12,2.0461405907738093E12
1719,4.430084146634286E12,2.443132138628819E12,1.3250560636414026E12,2.0543987249288496E12
1720,4.43499070347844E12,2.3799345002243394E12,1.348992926126006E12,2.06265685908389E12
1721,4.449029057780902E12,2.406132896062543E12,1.3557151242276194E12,2.0750046033993162E12
1722,4.465069601562417E12,2.2318565162244214E12,1.3855393087410483E12,2.0177527222715774E12
1723,4.59088680319812E12,2.232000781379374E12,1.4021175368498232E12,2.0260108564266177E12
1724,4.639008434542663E12,2.257222160660964E12,1.4170296291065378E12,2.034268990581658E12
1725,4.528089802191646E12,2.306164865733573E12,1.4319417213632524E12,2.0425271247366982E12
1726,4.542128156494108E12,2.3404247592844E12,1.446853813619967E12,2.0507852588917385E12
1727,4.558168700275623E12,2.2437416816238066E12,1.4617659058766816E12,2.0631330032071648E12
1728,4.683985901911326E12,2.281167961392669E12,1.505544708252817E12,2.08457540339231E12
1729,4.732107533255869E12,2.3073663572308726E12,1.5294815707374204E12,2.0281300270701174E12
1730,4.531786762362066E12,2.1292934020349553E12,1.5194626610257505E12,2.0363881612251577E12
1731,4.545825116664528E12,2.1545147813165454E12,1.5360408891345254E12,2.044646295380198E12
1732,4.561865660446043E12,2.203457486389155E12,1.5526191172433003E12,2.0529044295352383E12
1733,4.687682862081746E12,2.2377173799399814E12,1.567531209500015E12,2.0611625636902786E12
1734,4.735804493426289E12,2.141034302279388E12,1.5824433017567295E12,2.092154352538629E12
1735,4.495536089624362E12,2.17846058204825E12,1.597355394013444E12,2.0822611448202786E12
1736,4.509574443926824E12,2.2046589778864536E12,1.6122674862701587E12,2.1139123306866562E12
1737,4.525614987708339E12,2.0265860226905366E12,1.6362043487547622E12,2.0403887338221384E12
1738,4.651432189344042E12,2.0518074019721267E12,1.5684886838940234E12,2.0502330958721113E12
1739,4.887339442410986E12,2.100750107044736E12,1.6130656972531738E12,2.0600774579220842E12
1740,4.622733124352257E12,2.1350100005955627E12,1.6296439253619487E12,2.0699218199720571E12
1741,4.667933177970809E12,2.0383269229349692E12,1.6445560176186633E12,2.1267954954145164E12
1742,4.46354515689664E12,2.0757532027038313E12,1.659468109875378E12,2.1366398574644893E12
1743,4.476707573950612E12,2.1019515985420347E12,1.6743802021320925E12,2.1464842195144622E12
1744,4.49177425849013E12,1.9238786433461177E12,1.6892922943888071E12,2.156328581564435E12
1745,4.590079850727677E12,1.9491000226277078E12,1.7588287511783909E12,2.166172943614408E12
1746,4.708046561412733E12,1.9980427277003171E12,1.700333785046307E12,2.2024163774301484E12
1747,4.753246615031285E12,2.0323026212511438E12,1.7070559831479202E12,2.1447454782316013E12
1748,4.612357629038858E12,1.9356195435905503E12,1.723634211256695E12,2.1545898402815742E12
1749,4.625520046092831E12,1.9730458233594124E12,1.74021243936547E12,2.164434202331547E12
1750,4.640586730632349E12,1.9992442191976157E12,1.7567906674742449E12,2.17427856438152E12
1751,4.758553441317405E12,1.8211712640016987E12,1.797053316567374E12,2.2059297502478975E12
1752,4.803753494935957E12,1.8463926432832888E12,1.8373159656605032E12,2.21577411229787E12
1753,4.586619568727105E12,1.8953353483558982E12,1.8775786147536323E12,2.225618474347843E12
1754,4.599781985781078E12,1.9295952419067249E12,1.9178412638467615E12,2.2354628363978154E12
1755,4.614848670320596E12,1.8266328918573577E12,1.9581039129398906E12,2.245307198447788E12
1756,4.732815381005652E12,1.8640591716262197E12,2.001882715316026E12,2.287591204566152E12
1757,4.778015434624204E12,1.890257567464423E12,2.0258195778006294E12,2.151997388244426E12
1758,4.0861180886234263E12,1.7677301028692358E12,1.957405432630283E12,2.161841750294399E12
1759,4.1011847731629434E12,1.7678743680241887E12,1.9737238953346584E12,2.1716861123443718E12
1760,4.2191514838479995E12,1.7930957473057788E12,1.990042358039034E12,2.1815304743943447E12
1761,4.2619169839501016E12,1.8420384523783882E12,2.029674128895041E12,2.213181660260722E12
1762,4.0392692863001377E12,1.8762983459292148E12,2.069305899751048E12,2.1656381289203713E12
1763,4.0812807012895073E12,1.6414276893023E12,2.178192353114762E12,2.1754824909703442E12
