Time,hero,shadower,adele,ark
593,2.042515992351905E12,2.0473973139607527E12,1.500676307306345E12,2.7919759001110723E12
594,2.05466350200525E12,2.0920025589702576E12,1.518163714330518E12,2.805437844862288E12
595,2.0685919353170488E12,2.123226230476911E12,1.543373427296679E12,2.818899789613504E12
596,2.110377235252445E12,2.0961532070274485E12,1.2395535762984888E12,2.8323617343647197E12
597,2.0996154070488345E12,2.1200298166975798E12,1.2865752707412654E12,3.1779147002965947E12
598,2.11283553472775E12,2.0258963353567637E12,1.3040626777654385E12,3.2206453801290093E12
599,2.1279912947534753E12,2.0260406005117166E12,1.3215500847896116E12,3.234107324880225E12
600,2.1734585748306514E12,2.0543885970596194E12,1.3369433208491614E12,3.247569269631441E12
601,1.6385824815913418E12,2.0989938420691243E12,1.3621530338153223E12,3.2610312143826567E12
602,1.6537382416170671E12,2.1302175135757776E12,1.3543097402757878E12,3.2744931591338726E12
603,1.6992055216942432E12,2.2200912981040605E12,1.3700396376546975E12,3.331578676722489E12
604,1.570331009950666E12,2.325830673358614E12,1.3875270446788706E12,2.9867192846788975E12
605,1.6309193862090164E12,2.3302600478192236E12,1.4127367576450315E12,2.9889121433359717E12
606,1.644139513887932E12,2.3304043129741763E12,1.3618006348157947E12,2.991105001993046E12
607,1.6592952739136572E12,2.364513755360078E12,1.3775305321947043E12,3.0114084689066636E12
608,1.7580318870754133E12,2.3883903650302095E12,1.424552226637481E12,3.0248704136578794E12
609,1.8034991671525894E12,2.2321624878180205E12,1.442039633661654E12,3.038332358409095E12
610,1.6495895801144521E12,2.277046815685533E12,1.467249346627815E12,3.051794303160311E12
611,1.6647453401401775E12,2.321652060695038E12,1.4594060530882805E12,3.065256247911527E12
612,1.7995895637113267E12,2.3528757322016914E12,1.4751359504671902E12,3.1079869277439414E12
613,1.7345383671594316E12,2.353019997356644E12,1.4926233574913633E12,3.1101797864010156E12
614,1.7444105404261543E12,2.387129439742546E12,1.5101107645155364E12,3.1236417311522314E12
615,1.7783633794448247E12,2.4110060494126772E12,1.5255040005750862E12,3.1371036759034473E12
616,1.7375911345465596E12,2.255690102236496E12,1.550713713541247E12,3.150565620654663E12
617,1.78283570123299E12,2.284038098784399E12,1.5428704200017126E12,3.164027565405879E12
618,1.7927078744997126E12,2.328643343793904E12,1.5586003173806223E12,3.208188959964825E12
619,1.804025487505936E12,2.359867015300557E12,1.605622011823399E12,2.9954907193071943E12
620,1.8379783265246064E12,2.36001128045551E12,1.623109418847572E12,2.9976835779642686E12
621,1.7501347253470925E12,2.3941207228414116E12,1.6964593760878535E12,2.999876436621343E12
622,1.761452338353316E12,2.417997332511543E12,1.601644720209074E12,3.0201799035349604E12
623,1.7954051773719863E12,2.311921910223004E12,1.6173746175879836E12,3.0336418482861763E12
624,1.7501347253470925E12,2.3402699067709067E12,1.6643963120307603E12,3.047103793037392E12
625,1.761452338353316E12,2.3848751517804116E12,1.6818837190549333E12,3.060565737788608E12
626,1.7954051773719863E12,2.416098823287065E12,1.6993711260791064E12,3.0740276825398237E12
627,1.6950643923903293E12,2.4162430884420176E12,1.7245808390452673E12,3.1167583623722383E12
628,1.704936565657052E12,2.4503525308279194E12,1.6485915803495781E12,3.1189512210293125E12
629,1.7162541786632754E12,2.474229140498051E12,1.6660789873737512E12,3.1324131657805283E12
630,1.7502070176819458E12,2.386004409900332E12,1.696865459492851E12,3.145875110531744E12
631,1.6596455919742317E12,2.414352406448235E12,1.7636949609295872E12,3.15933705528296E12
632,1.670963204980455E12,2.4589576514577397E12,1.71197313434051E12,3.172799000034176E12
633,1.7049160439991255E12,2.490181322964393E12,1.7434329290983296E12,3.216960394593122E12
634,1.585913705522271E12,2.4903255881193457E12,1.7591628264772393E12,3.120381935755844E12
635,1.5972313185284944E12,2.5244350305052476E12,1.8061845209200159E12,3.142135650306149E12
636,1.6311841575471648E12,2.548311640175379E12,1.823671927944189E12,3.1555975950573647E12
637,1.5308433725655078E12,2.4081464966594395E12,1.841159334968362E12,3.1690595398085806E12
638,1.5407155458322305E12,2.4364944932073423E12,1.9578456775415112E12,3.1825214845597964E12
639,1.5520331588384539E12,2.481099738216847E12,1.8866042125811758E12,3.195983429311012E12
640,1.6257650452904146E12,2.5123234097235005E12,1.9023341099600854E12,3.209445374062228E12
641,1.659717884309085E12,2.512467674878453E12,1.9198215169842585E12,3.222907318813444E12
642,1.5138174639877913E12,2.546577117264355E12,1.9373089240084316E12,3.2363692635646597E12
643,1.5251350769940146E12,2.5704537269344863E12,1.9939594870101973E12,3.2498312083158755E12
644,1.559087916012685E12,2.4281746210043394E12,2.009689384389107E12,3.29256188814829E12
645,1.5689600892794077E12,2.428318886159292E12,2.0254192817680166E12,3.209445374062228E12
646,1.580277702285631E12,2.456666882707195E12,2.0429066887921897E12,3.222907318813444E12
647,1.6142305413043015E12,2.5012721277166997E12,2.255346300048811E12,3.2363692635646597E12
648,1.4927912722289932E12,2.532495799223353E12,2.2805560130149717E12,3.2498312083158755E12
649,1.5041088852352166E12,2.2893920119715054E12,2.2962859103938813E12,3.2987616519632607E12
650,1.538061724253887E12,2.3132686216416367E12,2.313773317418054E12,3.1891419071486104E12
651,1.4772190960543108E12,1.9076575791947876E12,2.344559789537154E12,3.202603851899826E12
652,1.4870912693210334E12,1.9078018443497405E12,2.3697695025033145E12,3.216065796651042E12
653,1.4984088823272568E12,1.9361498408976433E12,2.2649597505052134E12,3.229527741402258E12
654,1.5323617213459272E12,1.9807550859071482E12,2.280689647884123E12,3.2722584212346724E12
655,1.424466247363775E12,2.0119787574138015E12,2.298177054908296E12,3.1891419071486104E12
656,1.4357838603699983E12,1.7556886911724302E12,2.3156644619324688E12,3.202603851899826E12
657,1.4697366993886687E12,1.7897981335583323E12,2.3890144191727505E12,3.216065796651042E12
658,1.3500931801178086E12,1.8136747432284636E12,2.414224132138911E12,3.229527741402258E12
659,1.361410793124032E12,1.6743581261102312E12,2.3984942347600015E12,3.2722584212346724E12
660,1.3953636321427024E12,1.6952022412189834E12,2.414224132138911E12,2.982303650086345E12
661,1.3215668713572754E12,1.728000215490678E12,2.431711539163084E12,2.995765594837561E12
662,1.331439044623998E12,1.7509587974808643E12,2.4569212521292446E12,3.009227539588777E12
663,1.3427566576302214E12,1.6962296384105732E12,2.3967367251147383E12,3.0226894843399927E12
664,1.3767094966488918E12,1.5909722898814104E12,2.412466622493648E12,3.065420164172407E12
665,1.1533671057173013E12,1.5911165550363633E12,2.429954029517821E12,3.078882108923623E12
666,1.1646847187235247E12,1.6179065415495168E12,2.4474414365419937E12,3.092344053674839E12
667,1.1971193343904578E12,1.6366595321087244E12,2.4782279086610933E12,3.1058059984260547E12
668,1.0408515285894199E12,1.4046525912183042E12,2.503437621627254E12,3.1192679431772705E12
669,1.105757019001E12,1.404796856373257E12,2.606787885421632E12,3.2037754930244116E12
670,1.1943982046746057E12,1.4271533629362075E12,2.417680074586606E12,3.1206589789383496E12
671,1.1053749726059426E12,1.4621868852876147E12,2.309254391706834E12,3.1341209236895654E12
672,1.1152471458726653E12,1.4867103509335999E12,2.323932825357207E12,3.1475828684407812E12
673,1.1491999848913357E12,1.4489393439897844E12,2.33861125900758E12,3.161044813191997E12
674,1.0586385591836215E12,1.4524325481402454E12,2.353289692657953E12,3.2037754930244116E12
675,1.069956172189845E12,1.479222534653399E12,2.397168225707496E12,3.1206589789383496E12
676,1.1039090112085154E12,1.4979755252126064E12,2.4207414166259404E12,3.1341209236895654E12
677,1.0586385591836215E12,1.3976215910961062E12,2.3142412410853843E12,3.1475828684407812E12
678,1.069956172189845E12,1.397765856251059E12,2.3435981083861304E12,3.161044813191997E12
679,1.1039090112085154E12,1.4201223628140095E12,2.3874766414356733E12,3.239358185573094E12
680,1.0488127929132887E12,1.4551558851654167E12,2.416205194295475E12,3.25282013032431E12
681,1.0586849661800112E12,1.4796793508114019E12,2.4397783852139194E12,3.266282075075526E12
682,1.0700025791862347E12,1.4463377183281963E12,2.3250222212366216E12,3.2797440198267417E12
683,1.1039554182049053E12,1.4498309224786572E12,2.2947438395380117E12,3.2932059645779575E12
684,1.0586385591836215E12,1.4766209089918108E12,2.318317030456456E12,3.3502914821665737E12
685,1.069956172189845E12,1.4953738995510183E12,2.2410169543150693E12,3.225398098065785E12
686,1.1039090112085154E12,1.4115562967541282E12,2.284109783604772E12,3.238860042817001E12
687,1.0586385591836215E12,1.411700561909081E12,2.3076829745232163E12,3.252321987568217E12
688,1.069956172189845E12,1.4340570684720315E12,2.224218607609785E12,3.2657839323194326E12
689,1.2044925725085254E12,1.4690905908234387E12,2.0987782871942773E12,3.308514612151847E12
690,1.0204752551936436E12,1.4936140564694238E12,2.1223514781127214E12,3.2396008969016133E12
691,1.0301253249929116E12,1.4389769434088984E12,2.0267782911873208E12,3.253062841652829E12
692,1.1021983965922046E12,1.465766929922052E12,2.050351482105765E12,3.266524786404045E12
693,1.1354064539903806E12,1.4845199204812595E12,1.963396737196389E12,3.2799867311552607E12
694,1.0911531952443751E12,1.4007023176843694E12,2.0257590259702417E12,3.328917174802646E12
695,1.1036415557277886E12,1.4008465828393223E12,1.8080351184398735E12,3.2524581801316143E12
696,1.1411066371780286E12,1.4232030894022727E12,1.876482003672115E12,3.26592012488283E12
697,1.0981115215397571E12,1.45823661175368E12,1.776970022782628E12,3.279382069634046E12
698,1.112039954851556E12,1.482760077399665E12,1.534252029827396E12,3.2928440143852617E12
699,1.0569436831935414E12,1.4494184449164595E12,1.563608897128142E12,3.3063059591364775E12
700,1.0720646158432556E12,1.4529116490669204E12,1.6067017264178447E12,3.3197679038876934E12
701,1.0842121254966006E12,1.5720414100333762E12,1.6751486116500862E12,3.333229848638909E12
702,1.1006682276902266E12,1.6554322427098953E12,1.6987218025685303E12,3.346691793390125E12
703,1.113888355369142E12,1.5716146399130051E12,1.6330815039986309E12,3.360153738141341E12
704,1.130344457562768E12,1.575107844063466E12,1.5119657580355657E12,3.4028844179737554E12
705,1.1435645852416836E12,1.575252109218419E12,1.5355389489540098E12,3.3226543781203745E12
706,1.1600206874353096E12,1.6020420957315725E12,1.5052605672553992E12,3.3361163228715903E12
707,1.173240815114225E12,1.62079508629078E12,1.5483533965451016E12,3.349578267622806E12
708,1.189696917307851E12,1.5874534538075745E12,1.5719265874635457E12,3.363040212374022E12
709,1.2029170449867666E12,1.6228512558655793E12,1.4730689844905635E12,3.4057708922064365E12
710,1.2193731471803926E12,1.6578847782169866E12,1.345150368513487E12,3.23880709161256E12
711,1.232593274859308E12,1.6824082438629717E12,1.3687235594319312E12,3.252269036363776E12
712,1.249049377052934E12,1.5772951604887617E12,1.2856509301521548E12,3.2657309811149917E12
713,1.2622695047318496E12,1.5774394256437146E12,1.3945373835158687E12,3.2791929258662075E12
714,1.2787256069254756E12,1.6042294121568682E12,1.3071855663990364E12,3.321923605698622E12
715,1.291945734604391E12,1.6229824027160757E12,1.4818514779633752E12,3.3422270726122397E12
716,1.308401836798017E12,1.58964077023287E12,1.5502983631956167E12,3.3556890173634556E12
717,1.3216219644769326E12,1.6119972767958206E12,1.506419830146074E12,3.3691509621146714E12
718,1.3380780666705586E12,1.6470307991472278E12,1.4252321441891306E12,3.382612906865887E12
719,1.351298194349474E12,1.671554264793213E12,1.468324973478833E12,3.396074851617103E12
720,1.3677542965431E12,1.5875923968413699E12,1.491898164397277E12,3.4402362461760493E12
721,1.3809744242220156E12,1.5910856009918308E12,1.491898164397277E12,3.2497080534420864E12
722,1.3974305264156416E12,1.5912298661467837E12,1.4480196313477344E12,3.2631699981933022E12
723,1.4106506540945571E12,1.6180198526599373E12,1.4252321441891304E12,3.276631942944518E12
724,1.451790909578622E12,1.6367728432191448E12,1.468324973478833E12,3.290093887695734E12
725,1.4650110372575376E12,1.603575475890892E12,1.491898164397277E12,3.3328245675281484E12
726,1.5061512927416025E12,1.6259319824538425E12,1.454104227806123E12,3.3462865122793643E12
727,1.519371420420518E12,1.6609655048052498E12,1.5164665165799758E12,3.35974845703058E12
728,1.560511675904583E12,1.6854889704512349E12,1.4480196313477344E12,3.373210401781796E12
729,1.5737318035834985E12,1.580231621922072E12,1.471956493832338E12,3.3866723465330117E12
730,1.6148720590675635E12,1.580375887077025E12,1.4929603162730442E12,3.430833741091958E12
731,1.628092186746479E12,1.6071658735901785E12,1.5367391186491794E12,3.3731940069266406E12
732,1.669232442230544E12,1.625918864149386E12,1.560675981133783E12,3.3866559516778564E12
733,1.6824525699094595E12,1.899323475117556E12,1.3969046887022563E12,3.4001178964290723E12
734,1.7279198499866355E12,1.859264555163863E12,1.4134829168110312E12,3.413579841180288E12
735,1.6859509453775447E12,1.8942980775152703E12,1.4300611449198062E12,3.427041785931504E12
736,1.70110670540327E12,1.9188215431612554E12,1.49959760170939E12,3.4697724657639185E12
737,1.746573985480446E12,1.8455698107861304E12,1.425150914931734E12,3.335367013904784E12
738,1.704651487867745E12,1.8457140759410833E12,1.4490877774163374E12,3.348828958656E12
739,1.7198072478934705E12,1.8725040624542368E12,1.3831202375177986E12,3.362290903407216E12
740,1.7652745279706465E12,1.8912570530134443E12,1.4129444220312275E12,3.3757528481584316E12
741,1.71017830967542E12,1.8914933641781628E12,1.4295226501400024E12,3.424683291805817E12
742,1.7233984373543354E12,1.8916376293331157E12,1.4461008782487773E12,3.207681899514662E12
743,1.7385541973800608E12,1.9139941358960662E12,1.4898796806249126E12,3.221029386545764E12
744,1.7840214774572368E12,1.9490276582474734E12,1.513816543109516E12,3.234376873576866E12
745,1.7387046184359531E12,1.9735511238934585E12,1.506821580299847E12,3.2477243606079683E12
746,1.7500222314421765E12,1.9511606640288372E12,1.5307584427844504E12,3.2610718476390703E12
747,1.783975070460847E12,1.9699136545880447E12,1.507883732175614E12,3.290057559516112E12
748,1.7402228417876904E12,1.8665604142954292E12,1.524461960284389E12,2.8323077297184385E12
749,1.7515404547939138E12,1.866704679450382E12,1.5410401883931638E12,2.8435713675747583E12
750,1.8067194780790862E12,1.8890611860133325E12,1.5649770508777673E12,2.854835005431078E12
751,1.6551228103228208E12,1.9240947083647397E12,1.429575996333126E12,2.866098643287398E12
752,1.7244256983570864E12,1.9486181740107249E12,1.4733547987092612E12,2.877362281143718E12
753,1.8190723935289087E12,1.9015832945732756E12,1.5179318120684116E12,2.919256801083455E12
754,1.7752474112901304E12,1.9203362851324832E12,1.5345100401771865E12,2.828454344894104E12
755,1.785119584556853E12,1.8169830448398677E12,1.55844690266179E12,2.8500231024699556E12
756,1.8190724235755234E12,1.8171273099948206E12,1.2834741676438406E12,2.9147293751975107E12
757,1.7738019715506296E12,1.839483816557771E12,1.3000523957526155E12,2.9437150870745522E12
758,1.785119584556853E12,1.8745173389091782E12,1.3166306238613904E12,2.831518223208754E12
759,1.8190724235755234E12,1.8990408045551633E12,1.331542716118105E12,2.8427818610650737E12
760,1.7738019715506296E12,1.8502964109471355E12,1.3464548083748196E12,2.8540454989213936E12
761,1.785119584556853E12,1.867852741586938E12,1.3613669006315342E12,2.8653091367777134E12
762,1.8190724235755234E12,1.764263190129604E12,1.3762789928882488E12,2.876572774634033E12
763,1.763929798283907E12,1.764407455284557E12,1.4002158553728523E12,2.8932643835942217E12
764,1.7738019715506296E12,1.785251570393309E12,1.393220892563183E12,2.8131931917774663E12
765,1.785119584556853E12,1.8180495446650037E12,1.4081329848198977E12,2.8298772666182617E12
766,1.8190724235755234E12,1.84100812665519E12,1.4230450770766123E12,2.8411409044745815E12
767,1.7738019715506296E12,1.8170524177749429E12,1.437957169333327E12,2.8524045423309014E12
768,1.785119584556853E12,1.8346087484147454E12,1.4528692615900415E12,2.863668180187221E12
769,1.8190724235755234E12,1.7310191969574114E12,1.4966480639661768E12,2.874931818043541E12
770,1.6732184102506196E12,1.7311634621123643E12,1.5205849264507803E12,2.8916234270037295E12
771,1.684536023256843E12,1.7520075772211165E12,1.4691390523010378E12,2.920609138880771E12
772,1.7184888622755134E12,1.784805551492811E12,1.4857172804098127E12,2.8084122750149727E12
773,1.7185352692719033E12,1.8077641334829973E12,1.5022955085185876E12,2.8196759128712925E12
774,1.728407442538626E12,1.6020421233043557E12,1.5172076007753022E12,2.8309395507276123E12
775,1.7397250555448494E12,1.6195984539441582E12,1.5321196930320168E12,2.842203188583932E12
776,1.7736778945635198E12,1.548886215824345E12,1.5470317852887314E12,2.853466826440252E12
777,1.6685726423168037E12,1.5490304809792979E12,1.561943877545446E12,2.891578545482496E12
778,1.679890255323027E12,1.56987459608805E12,1.5858807400300496E12,2.8053277215447754E12
779,1.7138430943416975E12,1.6026725703597446E12,1.6318440059011892E12,2.816591359401095E12
780,1.6628724591291558E12,1.625631152349931E12,1.701380462690773E12,2.827854997257415E12
781,1.6741900721353792E12,1.6507116246925059E12,1.7223842851314792E12,2.839118635113735E12
782,1.7479219585873398E12,1.6682679553323083E12,1.7522084696449082E12,2.8503822729700547E12
783,1.7818747976060103E12,1.502600927157098E12,1.768786697753683E12,2.879367984847096E12
784,1.7558452616372563E12,1.5027451923120508E12,1.785364925862458E12,2.6981482033973525E12
785,1.765717434903979E12,1.523589307420803E12,1.801943153971233E12,2.7094118412536724E12
786,1.7770350479102024E12,1.5563872816924976E12,1.842205803064362E12,2.720675479109992E12
787,1.8109878869288728E12,1.5793458636826838E12,1.8824684521574912E12,2.731939116966312E12
788,1.1498375397688994E12,1.6044263360252588E12,1.9227311012506204E12,2.743202754822632E12
789,1.1611551527751228E12,1.6219826666650613E12,1.9629937503437495E12,2.764827766619968E12
790,1.1951079917937932E12,1.4445682492571245E12,2.0032563994368787E12,2.576831311228894E12
791,1.131136997278699E12,1.4447125144120774E12,2.0271932619214822E12,2.5881915373273467E12
792,1.1424546102849224E12,1.4655566295208296E12,1.961225722022943E12,2.5995517634257993E12
793,1.1764074493035928E12,1.4983546037925242E12,1.977803950131718E12,2.610911989524252E12
794,1.1124364547884985E12,1.5213131857827104E12,2.0180665992248472E12,2.6503043349947593E12
795,1.123754067794722E12,1.524570078768453E12,2.0583292483179763E12,2.9958573009266343E12
796,1.1577069068133923E12,1.5496505511110278E12,2.1021080506941116E12,3.038587980759049E12
797,1.0838637390315752E12,1.5672068817508303E12,2.126044913178715E12,3.040780839416123E12
798,1.0937359122982977E12,1.1380639102717148E12,2.0118139672813958E12,3.054242784167339E12
799,1.1050535253045212E12,1.158908025380467E12,2.0283921953901707E12,3.0677047289185547E12
800,1.1390063643231917E12,1.1917059996521616E12,2.0917471980891086E12,3.0811666736697705E12
801,1.0937359122982977E12,1.214664581642348E12,2.0685088159141128E12,3.0946286184209863E12
802,1.1050535253045212E12,1.2179214746280903E12,2.0850870440228877E12,3.1729419908020835E12
803,1.1390063643231917E12,1.3289922469543018E12,2.1016652721316626E12,3.1864039355532993E12
804,1.0725097280317958E12,1.40674178758265E12,2.2122850342085845E12,3.199865880304515E12
805,1.0838273410380193E12,1.275792111799485E12,2.1165705840974702E12,3.213327825055731E12
806,1.1177801800566897E12,1.30087258414206E12,2.170275856390588E12,3.226789769806947E12
807,9.44974690043319E11,1.3184289147818625E12,2.1868540844993628E12,3.275720213454332E12
808,9.548468633100415E11,1.2361348439018484E12,2.388248855598554E12,3.1813346132741284E12
809,9.66164476316265E11,1.2362791090568013E12,2.633852234987812E12,3.1835274719312026E12
810,1.0668598380739414E12,1.2692822913123254E12,2.503160536730303E12,3.185720330588277E12
811,1.0328606221054958E12,1.30208026558402E12,2.519738764839078E12,3.1991822753394927E12
812,1.1065925085574565E12,1.3250388475742063E12,2.5436756273236816E12,3.2126442200907085E12
813,1.140545347576127E12,1.197201799621831E12,2.6486710720125894E12,3.2261061648419243E12
814,1.095274895551233E12,1.197346064776784E12,2.651934783795346E12,3.23956810959314E12
815,1.1065925085574565E12,1.2265752153889448E12,2.6758716462799497E12,3.2822987894255547E12
816,1.140545347576127E12,1.2470356208174575E12,2.524535189813685E12,3.2957607341767705E12
817,1.0854491292809003E12,1.2762647714296184E12,2.513844283733736E12,3.3092226789279863E12
818,1.0953213025476228E12,1.296725176858131E12,2.5833807405233193E12,3.322684623679202E12
819,1.1066389155538462E12,1.280411350397931E12,2.526287421821166E12,3.336146568430418E12
820,1.2411753158725266E12,1.3008717558264436E12,2.5502242843057695E12,3.393232086019034E12
821,1.1404937280921719E12,1.304128648812186E12,2.5336460561969946E12,3.160491156986826E12
822,1.173701785490348E12,1.333357799424347E12,2.557582918681598E12,3.1626840156439004E12
823,1.118605386915433E12,1.3538182048528596E12,2.5170678280882197E12,3.1648768743009746E12
824,1.1294947534610442E12,1.3830473554650205E12,2.541004690572823E12,3.1783388190521904E12
825,1.1419831139444575E12,1.4035077608935332E12,2.4492224462742456E12,3.1918007638034062E12
826,1.1794481953946975E12,1.432736911505694E12,2.473159308758849E12,3.205262708554622E12
827,1.1364066727600361E12,1.4531973169342068E12,2.3737940601216284E12,3.218724653305838E12
828,1.150335106071835E12,1.4533415820891597E12,2.4175728624977637E12,3.2614553331382524E12
829,1.1921204060072312E12,1.4825707327013206E12,2.441509724982367E12,3.2636481917953267E12
830,1.1501979083945303E12,1.5030311381298333E12,2.3247680372533564E12,3.2854019063456313E12
831,1.1653536684202556E12,1.5322602887419941E12,2.34870489973796E12,3.298863851096847E12
832,1.2108209484974316E12,1.5527206941705068E12,2.2335688486433965E12,3.312325795848063E12
833,1.0951665644327699E12,1.4963988809169111E12,1.9287598718533936E12,3.325787740599279E12
834,1.1103223244584954E12,1.5168592863454238E12,1.9725386742295288E12,3.3392496853504946E12
835,1.1557896045356714E12,1.5460884369575847E12,1.9964755367141323E12,3.3527116301017104E12
836,1.100646979244055E12,1.5665488423860974E12,1.816903516712639E12,3.3661735748529263E12
837,1.1138671069229705E12,1.5957779929982583E12,1.8408403791972424E12,3.379635519604142E12
838,1.1290228669486958E12,1.616238398426771E12,1.788905933639905E12,3.393097464355358E12
839,1.227759480110452E12,1.645467549038932E12,1.852260936338843E12,3.437258858914304E12
840,1.273226760187628E12,1.6659279544674446E12,1.6913787242101096E12,3.0997788107546606E12
841,1.231304262574927E12,1.6265480444708096E12,1.7556575044000608E12,3.101971669411735E12
842,1.2464600226006523E12,1.6557771950829705E12,1.7075009916694094E12,3.104164528068809E12
843,1.2919273026778284E12,1.6762376005114832E12,1.2576601228346294E12,3.117626472820025E12
844,1.2466568506529346E12,1.705466751123644E12,1.2711496799429253E12,3.1310884175712407E12
845,1.257974463659158E12,1.7259271565521567E12,1.2932766676141665E12,3.1445503623224565E12
846,1.2919273026778284E12,1.7551563071643176E12,1.1533148918943467E12,3.1580123070736724E12
847,1.2368310843826018E12,1.7756167125928303E12,1.126805756320941E12,3.200742986906087E12
848,1.2467032576493245E12,1.8006971849354053E12,1.1489327439921821E12,3.202667677242644E12
849,1.2580208706555479E12,1.8182535155752078E12,1.1662024107949116E12,3.214483338452886E12
850,1.2919737096742183E12,1.6988717760672444E12,1.1796919679032075E12,3.2262989996631284E12
851,1.2466568506529346E12,1.6990160412221973E12,1.2018189555744487E12,3.2381146608733706E12
852,1.257974463659158E12,1.7424412810320974E12,1.1245853019426772E12,3.249930322083613E12
853,1.2919273026778284E12,1.775239255303792E12,1.0972779553862565E12,3.28869114649074E12
854,1.2466568506529346E12,1.7981978372939783E12,1.1615567355762075E12,3.101150126211456E12
855,1.257974463659158E12,1.7983421024489312E12,1.1836837232474487E12,3.112965787421698E12
856,1.2919273026778284E12,1.823422574791506E12,1.1429471726033018E12,3.1247814486319404E12
857,1.2368310843826018E12,1.8409789054313086E12,1.2452029345372673E12,3.1365971098421826E12
858,1.2467032576493245E12,1.7215971659233452E12,1.2263336559616316E12,3.174102183998539E12
859,1.2580208706555479E12,1.7424412810320974E12,1.3190275764428877E12,3.1859178452087812E12
860,1.2919737096742183E12,1.775239255303792E12,1.3833063566328389E12,3.1977335064190234E12
861,1.1799143279139287E12,1.7981978372939783E12,1.293140666084191E12,3.2095491676292656E12
862,1.191231940920152E12,1.7983421024489312E12,1.2516059044570288E12,3.221364828839508E12
863,1.1189196088692288E12,1.823422574791506E12,1.27373289212827E12,3.2643114874158716E12
864,9.080507969859857E11,1.8409789054313086E12,1.2719230173149077E12,3.1099520573088853E12
865,9.564657241534023E11,1.7215971659233452E12,1.1817573267662598E12,3.1217677185191274E12
866,1.0642169739196359E12,1.7424412810320974E12,1.1692028090555603E12,3.1335833797293696E12
867,1.1126319010870525E12,1.775239255303792E12,1.196181923272152E12,3.145399040939612E12
868,1.123195833614134E12,1.7981978372939783E12,1.2183089109433933E12,3.157214702149854E12
869,1.2020942334425168E12,1.7983421024489312E12,1.151583424172638E12,3.1947197763062104E12
870,1.2383543478399856E12,1.823422574791506E12,1.1669081664695798E12,3.2065354375164526E12
871,1.2439111478099583E12,1.8409789054313086E12,1.1822329087665217E12,3.218351098726695E12
872,1.2544750803370398E12,1.7215971659233452E12,1.2407976168410469E12,3.230166759936937E12
873,1.266561785136196E12,1.7424412810320974E12,1.164372559423149E12,3.241982421147179E12
874,1.3028218995336648E12,1.775239255303792E12,1.1864995470943901E12,3.316155402626045E12
875,1.2419792713340886E12,1.7981978372939783E12,1.205579088710482E12,3.1408190072369487E12
876,1.2525432038611702E12,1.7983421024489312E12,1.2209038310074238E12,3.152634668447191E12
877,1.2646299086603264E12,1.823422574791506E12,1.2362285733043657E12,3.164450329657433E12
878,1.2458881174785334E12,1.8409789054313086E12,1.2766972446292532E12,3.1762659908676753E12
879,1.2592292031305388E12,1.7183402729376028E12,1.2988242323004944E12,3.1880816520779175E12
880,1.2699468599377002E12,1.739184388046355E12,1.290678707045846E12,3.225586726234274E12
881,1.2832879455897056E12,1.7719823623180496E12,1.3060034493427878E12,3.117970527614953E12
882,1.294005602396867E12,1.7949409443082358E12,1.370282229532739E12,3.1286669694730596E12
883,1.3073466880488723E12,1.7950852094631887E12,1.3001464671998655E12,3.139363411331166E12
884,1.3180643448560337E12,1.8201656818057637E12,1.3154712094968074E12,3.1500598531892725E12
885,1.331405430508039E12,1.8377220124455662E12,1.3375981971680486E12,3.1843011524653374E12
886,1.3421230873152004E12,1.5721567629654207E12,1.3019816523885115E12,3.005522094850098E12
887,1.3554641729672058E12,1.5930008780741729E12,1.3173063946854534E12,3.016076523406849E12
888,1.3661818297743672E12,1.6257988523458674E12,1.3577750660103408E12,3.0266309519636E12
889,1.3795229154263726E12,1.6487574343360537E12,1.422053846200292E12,3.037185380520351E12
890,1.390240572233534E12,1.6489016994910066E12,1.4441808338715332E12,3.047739809077102E12
891,1.4035816578855393E12,1.6739821718335815E12,1.437378588497234E12,3.1087157403939453E12
892,1.4142993146927007E12,1.691538502473384E12,1.4527033307941758E12,3.1192701689506963E12
893,1.427640400344706E12,1.6520143273217961E12,1.474830318465417E12,3.1298245975074473E12
894,1.4383580571518674E12,1.6728584424305483E12,1.3884245506042246E12,3.140379026064198E12
895,1.4516991428038728E12,1.705656416702243E12,1.4037492929011665E12,3.150933454620949E12
896,1.4624167996110342E12,1.7286149986924292E12,1.4258762805724077E12,3.184743068328733E12
897,1.4757578852630396E12,1.6365983671892817E12,1.3119661467187922E12,3.201680827027856E12
898,1.486475542070201E12,1.6616788395318567E12,1.3272908890157341E12,3.212235255584607E12
899,1.4998166277222063E12,1.6792351701716592E12,1.3677595603406216E12,3.222789684141358E12
900,1.5105342845293677E12,1.6824920631574016E12,1.3898865480118628E12,3.233344112698109E12
901,1.523875370181373E12,1.7033361782661538E12,1.4310930772991958E12,3.24389854125486E12
902,1.5345930269885344E12,1.7361341525378484E12,1.4464178195961377E12,3.254452969811611E12
903,1.5679457411185479E12,1.7590927345280347E12,1.468544807267379E12,3.265007398368362E12
904,1.5786633979257092E12,1.7092589133324082E12,1.2096607193411992E12,3.275561826925113E12
905,1.6120161120557227E12,1.709403178487361E12,1.224985461638141E12,3.286116255481864E12
