Time,shadower,hero,adele,ark,bishop,archmage_fp
852,1.7424412810320974E12,1.257974463659158E12,1.1245853019426772E12,3.249930322083613E12,1.254121410874334E12,2.0034472791271587E12
853,1.775239255303792E12,1.2919273026778284E12,1.0972779553862565E12,3.28869114649074E12,1.29090632598201E12,2.0080213378760305E12
854,1.7981978372939783E12,1.2466568506529346E12,1.1615567355762075E12,3.101150126211456E12,1.3217161733170818E12,2.061298037612223E12
855,1.7983421024489312E12,1.257974463659158E12,1.1836837232474487E12,3.112965787421698E12,1.3525260206521536E12,1.9114844993454229E12
856,1.823422574791506E12,1.2919273026778284E12,1.1429471726033018E12,3.1247814486319404E12,1.444955562657369E12,1.9115292850431448E12
857,1.8409789054313086E12,1.2368310843826018E12,1.2452029345372673E12,3.1365971098421826E12,1.2449176420372441E12,1.9117485157312942E12
858,1.7215971659233452E12,1.2467032576493245E12,1.2263336559616316E12,3.174102183998539E12,1.2834299512060837E12,1.9119552189515493E12
859,1.7424412810320974E12,1.2580208706555479E12,1.3190275764428877E12,3.1859178452087812E12,1.2566240608794495E12,1.9193327330626328E12
860,1.775239255303792E12,1.2919737096742183E12,1.3833063566328389E12,3.1977335064190234E12,1.295136370048289E12,1.9230158967087832E12
861,1.7981978372939783E12,1.1799143279139287E12,1.293140666084191E12,3.2095491676292656E12,1.3336486792171287E12,1.927589955457655E12
862,1.7983421024489312E12,1.191231940920152E12,1.2516059044570288E12,3.221364828839508E12,1.3068427888904944E12,1.9808666551938474E12
863,1.823422574791506E12,1.1189196088692288E12,1.27373289212827E12,3.2643114874158716E12,1.345355098059334E12,1.8287682504012793E12
864,1.8409789054313086E12,9.080507969859857E11,1.2719230173149077E12,3.1099520573088853E12,1.3838674072281736E12,1.8288625195971836E12
865,1.7215971659233452E12,9.564657241534023E11,1.1817573267662598E12,3.1217677185191274E12,1.3313021111327393E12,1.8289260964967468E12
866,1.7424412810320974E12,1.0642169739196359E12,1.1692028090555603E12,3.1335833797293696E12,1.3703645961468481E12,1.829132799717002E12
867,1.775239255303792E12,1.1126319010870525E12,1.196181923272152E12,3.145399040939612E12,1.3441088816654832E12,1.8365103138280854E12
868,1.7981978372939783E12,1.123195833614134E12,1.2183089109433933E12,3.157214702149854E12,1.4780374017138562E12,1.8401934774742358E12
869,1.7983421024489312E12,1.2020942334425168E12,1.151583424172638E12,3.1947197763062104E12,1.5366311292350195E12,1.8447675362231077E12
870,1.823422574791506E12,1.2383543478399856E12,1.1669081664695798E12,3.2065354375164526E12,1.5756936142491284E12,2.0416081307146172E12
871,1.8409789054313086E12,1.2439111478099583E12,1.1822329087665217E12,3.218351098726695E12,1.5494378997677634E12,1.9735397983873772E12
872,1.7215971659233452E12,1.2544750803370398E12,1.2407976168410469E12,3.230166759936937E12,1.5885003847818723E12,1.973584584085099E12
873,1.7424412810320974E12,1.266561785136196E12,1.164372559423149E12,3.241982421147179E12,1.6275628697959812E12,1.9736481609846624E12
874,1.775239255303792E12,1.3028218995336648E12,1.1864995470943901E12,3.316155402626045E12,1.6013071553146162E12,1.9738673916728118E12
875,1.7981978372939783E12,1.2419792713340886E12,1.205579088710482E12,3.1408190072369487E12,1.640369640328725E12,1.977608104750933E12
876,1.7983421024489312E12,1.2525432038611702E12,1.2209038310074238E12,3.152634668447191E12,1.61411392584736E12,1.9822536331677559E12
877,1.823422574791506E12,1.2646299086603264E12,1.2362285733043657E12,3.164450329657433E12,1.653176410861469E12,2.07418903721368E12
878,1.8409789054313086E12,1.2458881174785334E12,1.2766972446292532E12,3.1762659908676753E12,1.692238895875578E12,1.760124683018539E12
879,1.7183402729376028E12,1.2592292031305388E12,1.2988242323004944E12,3.1880816520779175E12,1.6402237756254128E12,1.7676174707876082E12
880,1.739184388046355E12,1.2699468599377002E12,1.290678707045846E12,3.225586726234274E12,1.6792862606395217E12,1.7876066269743662E12
881,1.7719823623180496E12,1.2832879455897056E12,1.3060034493427878E12,3.117970527614953E12,1.6520839055857585E12,1.7950994147434353E12
882,1.7949409443082358E12,1.294005602396867E12,1.370282229532739E12,3.1286669694730596E12,1.6911463905998674E12,1.7951758322975903E12
883,1.7950852094631887E12,1.3073466880488723E12,1.3001464671998655E12,3.139363411331166E12,1.7302088756139763E12,1.7952701014934946E12
884,1.8201656818057637E12,1.3180643448560337E12,1.3154712094968074E12,3.1500598531892725E12,1.7030065205602131E12,1.7953336783930579E12
885,1.8377220124455662E12,1.331405430508039E12,1.3375981971680486E12,3.1843011524653374E12,1.742069005574322E12,1.7955529090812073E12
886,1.5721567629654207E12,1.3421230873152004E12,1.3019816523885115E12,3.005522094850098E12,1.875997525622695E12,1.7957596123014624E12
887,1.5930008780741729E12,1.3554641729672058E12,1.3173063946854534E12,3.016076523406849E12,1.9345912531438584E12,1.8032524000705315E12
888,1.6257988523458674E12,1.3661818297743672E12,1.3577750660103408E12,3.0266309519636E12,1.9073888980900952E12,1.8069931131486528E12
889,1.6487574343360537E12,1.3795229154263726E12,1.422053846200292E12,3.037185380520351E12,1.9257280929324E12,1.8116386415654756E12
890,1.6489016994910066E12,1.390240572233534E12,1.4441808338715332E12,3.047739809077102E12,1.9440672877747046E12,1.9999941035132227E12
891,1.6739821718335815E12,1.4035816578855393E12,1.437378588497234E12,3.1087157403939453E12,1.9624064826170093E12,1.8565009397756177E12
892,1.691538502473384E12,1.4142993146927007E12,1.4527033307941758E12,3.1192701689506963E12,1.4953392229337456E12,1.8565457254733396E12
893,1.6520143273217961E12,1.427640400344706E12,1.474830318465417E12,3.1298245975074473E12,1.5136784177760503E12,1.856764956161489E12
894,1.6728584424305483E12,1.4383580571518674E12,1.3884245506042246E12,3.140379026064198E12,1.528349773649894E12,1.864257743930558E12
895,1.705656416702243E12,1.4516991428038728E12,1.4037492929011665E12,3.150933454620949E12,1.5430211295237378E12,1.9183668921001284E12
896,1.7286149986924292E12,1.4624167996110342E12,1.4258762805724077E12,3.184743068328733E12,1.5870351971452688E12,1.9184433096542834E12
897,1.6365983671892817E12,1.4757578852630396E12,1.3119661467187922E12,3.201680827027856E12,1.6216097266149795E12,1.9185375788501877E12
898,1.6616788395318567E12,1.486475542070201E12,1.3272908890157341E12,3.212235255584607E12,1.6074623477366304E12,1.9185823645479097E12
899,1.6792351701716592E12,1.4998166277222063E12,1.3677595603406216E12,3.222789684141358E12,1.6593241419411963E12,1.918645941447473E12
900,1.6824920631574016E12,1.5105342845293677E12,1.3898865480118628E12,3.233344112698109E12,1.5783617439043882E12,1.926138729216542E12
901,1.7033361782661538E12,1.523875370181373E12,1.4310930772991958E12,3.24389854125486E12,1.5359116550364197E12,1.9298794422946633E12
902,1.7361341525378484E12,1.5345930269885344E12,1.4464178195961377E12,3.254452969811611E12,1.4242658304883384E12,1.934524970711486E12
903,1.7590927345280347E12,1.5679457411185479E12,1.468544807267379E12,3.265007398368362E12,1.4681203021287324E12,1.9886341188810564E12
904,1.7092589133324082E12,1.5786633979257092E12,1.2096607193411992E12,3.275561826925113E12,1.2325566618432935E12,1.869867520793863E12
905,1.709403178487361E12,1.6120161120557227E12,1.224985461638141E12,3.286116255481864E12,1.1895152691273909E12,1.8699310976934263E12
906,1.734483650829936E12,1.622733768862884E12,1.240310203935083E12,3.331283786294606E12,1.1074113913973794E12,1.8701503283815757E12
907,1.7520399814697385E12,1.6560864829928975E12,1.2624371916063242E12,3.1276030841470605E12,1.0540269302233835E12,1.8776431161506448E12
908,1.5211794233893804E12,1.6668041398000588E12,1.255634946232025E12,3.138271593242019E12,1.1066522961918564E12,1.881383829228766E12
909,1.553977397661075E12,1.7001568539300723E12,1.2961036175569124E12,3.1489401023369775E12,1.0335922710165161E12,1.8860293576455889E12
910,1.5769359796512612E12,1.7108745107372336E12,1.3182306052281536E12,3.159608611431936E12,1.0774467426569102E12,1.9401385058151592E12
911,1.3812903833193564E12,1.744227224867247E12,1.3103310326276536E12,3.1702771205268945E12,9.953428649268988E11,1.8480308437661704E12
912,1.3814346484743093E12,1.7549448816744084E12,1.3256557749245955E12,3.08466138088225E12,6.721818469555492E11,1.8603131390111543E12
913,1.4925054208005208E12,1.7917177239338323E12,1.3409805172215374E12,3.120785453057876E12,7.3598484082388E11,1.8678059267802234E12
914,1.570254961428869E12,1.7285922129591768E12,1.3631075048927786E12,3.0338496824686064E12,7.410497856767574E11,1.8877950829669814E12
915,1.3013738496378625E12,1.7408498270456514E12,1.3563052595184792E12,3.0451266211006733E12,7.596589922216873E11,1.8952878707360505E12
916,1.3191961047041995E12,1.7776226693050752E12,1.4205840397084304E12,3.05640355973274E12,7.745463574576311E11,1.8953642882902056E12
917,1.2199225570696252E12,1.7038259085196482E12,1.4396635813245222E12,3.067680498364807E12,7.89433722693575E11,1.9028570760592747E12
918,1.2200668222245781E12,1.7529453602383953E12,1.454988323621464E12,3.109045786369486E12,8.340958184014065E11,1.906597789137396E12
919,1.2536021422139868E12,1.7636630170455566E12,1.470313065918406E12,2.984931142416976E12,5.24010712320757E11,1.9112433175542188E12
920,1.2868969049478398E12,1.7759206311320312E12,1.4924400535896472E12,2.996208081049043E12,5.389677798997175E11,2.1111595463346582E12
921,1.3102032388615369E12,1.812693473391455E12,1.4433339517018142E12,3.00748501968111E12,5.776362610320393E11,2.0371244255031526E12
922,1.2675664358791594E12,1.6891867371702393E12,1.458658693998756E12,3.018761958313177E12,5.951780496881969E11,2.0372008430573076E12
923,1.2930268002596409E12,1.6999043939774006E12,1.4991273653236436E12,3.0548860304888027E12,5.951780496881969E11,2.037295112253212E12
924,1.3108490553259778E12,1.7121620080638752E12,1.5212543529948848E12,2.993153170879082E12,5.65159417228759E11,2.0373398979509338E12
925,1.2343008975475044E12,1.748934850323299E12,1.5365790952918267E12,3.004430109511149E12,6.090138888691531E11,2.037403474850497E12
926,1.2554810996460784E12,1.6858093393486436E12,1.5519038375887686E12,3.015707048143216E12,5.276691063446646E11,2.0376227055386465E12
927,1.2887758623799314E12,1.6980669534351182E12,1.5740308252600098E12,3.0269839867752827E12,5.0746910640740857E11,2.0413092995039478E12
928,1.3120821962936284E12,1.734839795694542E12,1.4848166325916008E12,3.0631080589509087E12,5.130405457455738E11,2.0458876183082588E12
929,1.269445393311251E12,1.6797435773993154E12,1.5001413748885427E12,2.9468382100755425E12,5.612804645500073E11,2.136492938383611E12
930,1.195366157900419E12,1.7288630291180625E12,1.5587060829630679E12,2.9581151487076094E12,5.973686154402362E11,1.807656096330063E12
931,1.2011444868459624E12,1.7395806859252239E12,1.6557627841770337E12,2.9693920873396763E12,4.5034200923032263E11,1.807732513884218E12
932,1.2012887520009153E12,1.7518383000116985E12,1.7205668161428162E12,2.980669025971743E12,4.652293744662665E11,1.8078267830801223E12
933,1.1619825607703823E12,1.7886111422711223E12,1.6357597405335889E12,3.018002609492535E12,4.801167397022103E11,1.8078715687778442E12
934,1.194858797622833E12,1.7441397667902773E12,1.7011169285148062E12,2.934849639800759E12,5.2477883541004193E11,1.8079351456774075E12
935,1.2178721634195483E12,1.756397380876752E12,1.7232439161860474E12,2.9461265784328257E12,5.598624127223572E11,1.808154376365557E12
936,1.101300776318663E12,1.836443894788784E12,1.7109361152458098E12,2.9574035170648926E12,5.949459900346725E11,1.8155387615338003E12
937,1.1047756532254604E12,1.8732167370482078E12,1.775214895435761E12,2.9686804556969595E12,6.000109348875499E11,1.8192253554991016E12
938,1.1049199183804133E12,1.8671935634753384E12,1.7973418831070022E12,3.0048045278725854E12,6.43865406527944E11,1.8238036743034126E12
939,1.1299390321093538E12,1.8779112202824998E12,1.6360631600078887E12,2.9280899949191685E12,6.789489838402593E11,1.909629123630749E12
940,1.172931602413E12,1.8901688343689744E12,1.6475654679327148E12,2.9393669335512354E12,7.089676162996971E11,1.8102465011843071E12
941,1.2030264016255525E12,1.9253986613516099E12,1.59103419634844E12,2.9506438721833022E12,7.440511936120125E11,1.8103407703802114E12
942,1.209093647018373E12,1.9035665818128315E12,1.5389955820457605E12,2.961920810815369E12,5.940192974957644E11,1.8103855560779333E12
943,1.2419698838708237E12,1.9108348021399307E12,1.579464253370648E12,2.999254394336161E12,6.378737691361584E11,1.8104491329774966E12
944,1.264983249667539E12,1.9612337080033848E12,1.6015912410418892E12,2.932588131889293E12,6.378737691361584E11,1.810668363665646E12
945,1.1458194940806306E12,1.9145199908626392E12,1.5450599694576143E12,2.94386507052136E12,5.587816724343765E11,1.8143549576309473E12
946,1.1459637592355835E12,1.9447431469131E12,1.4922834971924893E12,2.955142009153427E12,5.0004362341892316E11,1.8189332764352583E12
947,1.1691296052808987E12,1.9235996774966997E12,1.5144104848637305E12,2.9664189477854937E12,5.4389809505931726E11,2.0506619896190667E12
948,1.212122175584545E12,1.9639605930393188E12,1.4769587548955474E12,3.0025430199611196E12,5.789816723716326E11,2.089283441816368E12
949,1.2422169747970974E12,1.9741085476786787E12,1.4990857425667886E12,2.310391135309658E12,5.602538915413491E11,2.0994837391954348E12
950,1.248284220189918E12,1.9857154289795952E12,1.4463092703016636E12,2.321668073941725E12,5.3654932173374615E11,2.154750127019856E12
951,1.2811604570423687E12,2.020536072882345E12,1.4684362579729048E12,2.332945012573792E12,5.514366869696901E11,2.909136320823205E12
952,1.304173822839084E12,2.0217999899923918E12,1.4300392647733447E12,2.344221951205859E12,5.663240522056339E11,2.945774211873544E12
953,1.1876024357381987E12,2.0325176467995532E12,1.452166252444586E12,2.355498889837926E12,6.109861479134655E11,2.9580650364902256E12
954,1.191077312644996E12,2.0447752608860278E12,1.3986519222170154E12,2.3667758284699927E12,6.460697252257808E11,2.9655630275841343E12
955,1.191221577799949E12,2.1910531750376619E12,1.4207789098882566E12,2.3780527671020596E12,5.2672690135067993E11,2.985543167116151E12
956,1.215314057687077E12,2.0348868178243232E12,1.342858508595186E12,2.3893297057341265E12,5.70581372991074E11,2.9930411582100596E12
957,1.2583066279907231E12,2.0829733074602095E12,1.3649854962664272E12,2.4006066443661934E12,5.70581372991074E11,2.9931175757642144E12
958,1.2884014272032756E12,2.093465576305748E12,1.3764878041912534E12,2.4367307165418193E12,5.567455338101177E11,2.993132921912385E12
959,1.3212776640557263E12,2.2004858623679536E12,1.3025983538197864E12,2.448007655173886E12,5.567455338101177E11,2.99333962513264E12
960,1.3442910298524417E12,1.9671092991923667E12,1.1473979257848381E12,2.459284593805953E12,5.2672690135067993E11,3.000837616226549E12
961,1.2277196427515564E12,1.9789426955350986E12,1.126487729290172E12,2.47056153243802E12,5.70581372991074E11,3.0083356073204575E12
962,1.2311945196583538E12,2.0673222865238828E12,1.1584148412606746E12,2.481838471070087E12,5.70581372991074E11,3.015833598414366E12
963,1.2313387848133066E12,2.1079360597699053E12,1.2262370566224958E12,2.5232037590747656E12,4.867324269345598E11,3.023331589508275E12
964,1.2545046308586218E12,2.0984326616749702E12,1.0815697288656567E12,2.320287125998782E12,5.305868985749539E11,3.0308295806021836E12
965,1.297497201162268E12,2.113524180325446E12,1.1071431133979768E12,2.331460824324779E12,5.656704758872692E11,3.0383275716960923E12
966,1.3275920003748206E12,2.1587987362768733E12,1.0438955738817423E12,2.3426345226507754E12,5.518346367063129E11,3.045825562790001E12
967,1.3604682372272712E12,2.1588450899104753E12,1.0907612551468247E12,2.353808220976772E12,5.518346367063129E11,3.0533235538839097E12
968,1.3834816030239866E12,2.2153893393840166E12,1.1652007839444485E12,2.378296309749676E12,5.218160042468751E11,3.0608215449778184E12
969,1.263653322937359E12,2.228815323924952E12,1.1907741684767686E12,2.3877443173148833E12,5.4042521079180493E11,3.068319536071727E12
970,1.2671281998441562E12,2.2441999537789126E12,1.1942205653378474E12,2.397192324880091E12,5.553125760277488E11,3.0758175271656357E12
971,1.2672724649991091E12,2.290353843340794E12,1.1935686848177417E12,2.4066403324452983E12,5.701999412636926E11,3.0833155182595444E12
972,1.2904383110444243E12,1.7088307697076836E12,1.2223030855911938E12,2.416088340010506E12,6.148620369715242E11,3.090813509353453E12
973,1.3334308813480706E12,1.724215399561644E12,1.247876470123514E12,2.4255363475757134E12,6.499456142838395E11,3.098311500447362E12
974,1.363525680560623E12,1.7703692891235254E12,1.272615163717355E12,2.460930224660204E12,5.606214228681764E11,3.1058094915412705E12
975,1.3695929259534436E12,1.7721530024975537E12,1.298188548249675E12,2.2357643546185522E12,5.467855836872201E11,3.113307482635179E12
976,1.373067802860241E12,1.785578987038489E12,1.2580132596360588E12,2.260252443391456E12,5.467855836872201E11,3.120805473729088E12
977,1.4059440397126917E12,1.8009636168924495E12,1.2403705365337336E12,2.2697004509566636E12,5.1676695122778235E11,3.1283034648229966E12
978,1.428957405509407E12,1.8471175064543308E12,1.2004615704893223E12,2.279148458521871E12,5.3825564233157544E11,3.1358014559169053E12
979,1.160279528198472E12,1.738249941582524E12,1.2344916099168982E12,2.2885964660870786E12,4.6078642738620056E11,3.143299447010814E12
980,1.183445374243787E12,1.7841990328202847E12,1.2571783028686155E12,2.298044473652286E12,5.1735869580230896E11,3.1507974381047227E12
981,1.2264379445474333E12,1.794224930367087E12,1.2798649958203328E12,2.3074924812174937E12,5.626165105351957E11,3.1582954291986313E12
982,1.2565327437599858E12,1.805713452660629E12,1.3104920313051511E12,2.321594104931743E12,5.589549087748108E11,3.162038739994168E12
983,1.219317369705988E12,1.8401790195412546E12,1.2698452072982942E12,2.1472250364852703E12,5.691291461953822E11,3.1666874944723916E12
984,1.2227922466127854E12,1.74133735221625E12,1.3174872624969006E12,2.1612197393801152E12,5.727279750959337E11,3.170430805267928E12
985,1.2229365117677383E12,1.752825874509792E12,1.365129317695507E12,2.1706677469453228E12,5.432288982608831E11,3.175079559746152E12
986,1.255812748620189E12,1.7872914413904177E12,1.4492756780260352E12,2.1801157545105303E12,4.31932188554727E11,3.1788228705416885E12
987,1.2788261144169043E12,1.7734924194751187E12,1.4086288540191782E12,2.1895637620757378E12,4.494504647016756E11,3.183471625019912E12
988,1.2084018720924058E12,1.783518317021921E12,1.4313155469708955E12,2.1990117696409453E12,4.669687408486242E11,3.1872149358154487E12
989,1.251394442396052E12,1.795006839315463E12,1.478957602169502E12,2.213113393355195E12,5.1952356928947E11,3.1918636902936724E12
990,1.2814892416086045E12,1.8294724061960886E12,1.5265996573681084E12,2.2376014821280986E12,5.608071534455211E11,3.195607001089209E12
991,1.2441296023996538E12,1.7206048413242817E12,1.5878785343406064E12,2.247049489693306E12,5.670071602892571E11,3.2002557555674326E12
992,1.2476044793064512E12,1.730630738871084E12,1.547969568296195E12,2.2564974972585137E12,5.378836102346561E11,3.203999066362969E12
993,1.247748744461404E12,1.742119261164626E12,1.5706562612479124E12,2.265945504823721E12,5.894880904297201E11,3.208647820841193E12
994,1.2806249813138547E12,1.7765848280452517E12,1.6182983164465188E12,2.2753935123889287E12,5.3826931581451917E11,3.2123911316367295E12
995,1.30363834711057E12,1.6827392922179207E12,1.848094105093387E12,2.284841519954136E12,5.795528999705703E11,3.217039886114953E12
996,1.2286148871793645E12,1.692765189764723E12,1.80744728108653E12,2.317039561635964E12,5.855129272282845E11,3.2207831969104897E12
997,1.2527073670664924E12,1.704253712058265E12,1.8263633978349004E12,2.1537648971170867E12,6.371174074233485E11,3.2254319513887134E12
998,1.2956999373701387E12,1.779133712593875E12,1.8452795145832705E12,2.1632129046822942E12,6.784009915793997E11,3.22917526218425E12
999,1.3257947365826912E12,1.8135992794745007E12,1.892921569781877E12,2.1726609122475017E12,6.565785284591305E11,3.2338240166624736E12
1000,1.3291253483345356E12,1.752223821117243E12,1.9886698150514053E12,2.1821089198127092E12,6.526042978822949E11,3.2375673274580103E12
1001,1.3292696134894885E12,1.7622497186640452E12,1.946766183004716E12,2.1915569273779167E12,6.486300673054594E11,3.242216081936234E12
1002,1.3621458503419392E12,1.7737382409575872E12,1.969141331147978E12,2.2160450161508203E12,6.093322798302869E11,3.2459593927317705E12
1003,1.3851592161386545E12,1.808203807838213E12,1.9877976824919487E12,2.2327811420975005E12,6.609367600253508E11,3.250608147209994E12
1004,1.391226461531475E12,1.7272520334416238E12,2.0347854935927988E12,2.242229149662708E12,6.635379379685352E11,3.254351458005531E12
1005,1.4143923075767903E12,1.7387405557351658E12,2.081773304693649E12,2.2516771572279155E12,6.992370216473217E11,3.2590002124837544E12
1006,1.4573848778804365E12,1.7732061226157915E12,2.1600263339419707E12,2.261125164793123E12,7.051970489050359E11,3.262743523279291E12
1007,1.487479677092989E12,1.7345540584144597E12,2.1411949527978997E12,2.2705731723583306E12,7.270948940887217E11,3.2673922777575146E12
1008,1.4792536309537466E12,1.7805031496522205E12,2.1635701009411616E12,2.280021179923538E12,7.446131702356703E11,3.2711355885530513E12
1009,1.4793978961086995E12,1.7905290471990227E12,2.1822264522851323E12,2.2982907056420938E12,7.621314463826189E11,3.275784343031275E12
1010,1.597902637733945E12,1.8020175694925647E12,2.200882803629103E12,2.0838021412488225E12,8.146862748234647E11,3.2795276538268115E12
1011,1.6808559568716172E12,1.8364831363731904E12,2.247870614729953E12,2.0933374444581694E12,8.559698589795159E11,3.284176408305035E12
1012,1.6275587227084744E12,1.7495263216778018E12,2.294858425830803E12,2.1028727476675164E12,6.476325414522577E11,3.287919719100572E12
1013,1.660434959560925E12,1.7610148439713438E12,2.325064875824207E12,2.1124080508768633E12,6.889161256083088E11,3.2925684735787954E12
1014,1.6834483253576404E12,1.7954804108519695E12,2.3519111108380845E12,2.1457099299137686E12,6.948761528660231E11,3.296311784374332E12
1015,1.5791303315647278E12,1.625667833247983E12,2.3742862589813467E12,2.435176248707748E12,7.46480633061087E11,3.3009605388525557E12
1016,1.5792745967196807E12,1.6356937307947852E12,2.396661407124609E12,2.471300320883374E12,7.009786170949868E11,3.3047038496480923E12
1017,1.6154133165503726E12,1.6471822530883271E12,2.4133830257366123E12,2.4731409156047495E12,6.846976937982598E11,3.309352604126316E12
1018,1.6584058868540188E12,1.681647819968953E12,2.432039377080583E12,2.4912381592771787E12,6.846976937982598E11,3.3130959149218525E12
1019,1.6885006860665713E12,1.6816942269653428E12,2.479027188181433E12,2.5025150979092456E12,6.123221720968489E11,3.317744669400076E12
1020,1.630018714931382E12,1.7276433182031035E12,2.526014999282283E12,2.5137920365413125E12,7.005658332304083E11,3.321487980195613E12
1021,1.6628949517838328E12,1.7376692157499058E12,2.542437194971482E12,2.5250689751733794E12,7.298771779812047E11,3.3261367346738364E12
1022,1.685908317580548E12,1.7491577380434478E12,2.5692834299853594E12,2.5363459138054463E12,7.42907599435274E11,3.329880045469373E12
1023,1.5861802251122368E12,1.7836233049240735E12,2.5475465430156387E12,2.55323667456638E12,7.722189441860704E11,3.3345287999475967E12
1024,1.6073604272108108E12,1.628003931210544E12,2.597711398851649E12,2.564513613198447E12,7.411270066407107E11,3.3382721107431333E12
1025,1.6483057322619026E12,1.639492453504086E12,2.6163677501956196E12,2.5757905518305137E12,7.785723219048134E11,3.342920865221357E12
1026,1.6769674457976667E12,1.741755790374775E12,2.6350241015395903E12,2.5870674904625806E12,8.085285741160955E11,3.397078925078684E12
1027,1.6183200043335823E12,1.5987916313991108E12,2.6820119126404404E12,2.5983444290946475E12,8.384848263273776E11,3.255349704945705E12
1028,1.6437803687140637E12,1.608817528945913E12,2.7289997237412905E12,2.663494506315392E12,9.283535829612239E11,3.2554439741416094E12
1029,1.6616026237804006E12,1.6432830958265388E12,2.8072527529896123E12,2.674771444947459E12,9.989485118680714E11,3.2554887598393315E12
1030,1.554880652077456E12,1.569769781993333E12,2.7011441730270986E12,2.686048383579526E12,9.128106034427247E11,3.255552336738895E12
1031,1.57606085417603E12,1.6157188732310938E12,2.7347068952419917E12,2.697325322211593E12,9.834055323495723E11,3.2555676828870654E12
1032,1.609355616909883E12,1.625744770777896E12,2.757082043385254E12,2.7086022608436597E12,1.0540004612564198E12,3.255786913575215E12
1033,1.63266195082358E12,1.637233293071438E12,2.7757383947292246E12,2.7499675488483384E12,1.02290852371106E12,3.255877737717448E12
1034,1.5800817547523162E12,1.712113293607048E12,2.8227262058300747E12,2.649219902286929E12,1.1111521848446196E12,3.2560844409377036E12
1035,1.6055421191327976E12,1.7465788604876738E12,2.8940229199296943E12,2.6510604970083047E12,1.1417020371200977E12,3.2635824320316123E12
1036,1.6233643741991345E12,1.6243239338773713E12,2.827197783870791E12,2.65290109172968E12,1.1559709660988484E12,3.267325742827149E12
1037,1.5175690363380027E12,1.634980868079679E12,2.849572932014053E12,2.664178030361747E12,1.1819947687531853E12,3.2719744973053726E12
1038,1.5387492384365767E12,1.6669516706866016E12,2.916459406462067E12,2.675454968993814E12,1.2080185714075222E12,3.3261325571626997E12
1039,1.5720440011704297E12,1.6344069930443933E12,2.9351157578060376E12,2.686731907625881E12,1.1764520180819114E12,3.210289539419626E12
1040,1.5953503350841267E12,1.643707173498011E12,2.9537721091500083E12,2.6980088462579478E12,1.2210789190106519E12,3.210482314303411E12
1041,1.5427701390128628E12,1.6543641077003186E12,3.0007599202508584E12,2.7341329184335737E12,1.2567804397536443E12,3.2105621781838364E12
1042,1.5682305033933442E12,1.6863349103072412E12,3.0477477313517085E12,2.7510236791945073E12,1.2924819604966367E12,3.216961769327901E12
1043,1.5860527584596812E12,1.5591387602769937E12,3.064529092459155E12,2.762300617826574E12,1.3281834812396292E12,3.2201567129223335E12
1044,1.4802574205985493E12,1.5697956944793013E12,3.081310453566601E12,2.773577556458641E12,1.2654496942383706E12,3.2241244594316533E12
1045,1.5014376226971233E12,1.6017664970862239E12,3.0980918146740474E12,2.784854495090708E12,1.301151214981363E12,3.253876308661436E12
1046,1.5347323854309763E12,1.4998374191274932E12,3.1148731757814937E12,2.796131433722775E12,1.3368527357243555E12,3.1485610087310063E12
1047,1.5580387193446733E12,1.542257245442062E12,3.13165453688894E12,2.8443909363949004E12,1.3019593275605002E12,3.1486439019310337E12
1048,1.4959164009737915E12,1.5515574258956797E12,3.1585007719028174E12,2.5741749161433022E12,1.3376608483034927E12,3.1486998066473315E12
1049,1.4030844634148013E12,1.5622143600979873E12,2.9703704257812075E12,2.5760155108646777E12,1.3027674401396375E12,3.1487133008891963E12
1050,1.4032287285697542E12,1.59418516270491E12,2.9927455739244697E12,2.577856105586053E12,1.33846896088263E12,3.1488950600653364E12
1051,1.4386494720152886E12,1.5806250022985088E12,3.0596320483724834E12,2.594746866346987E12,1.3481859917130703E12,3.152090003659769E12
1052,1.4634439924271628E12,1.5899251827521265E12,3.078288399716454E12,2.6060238049790537E12,1.3928128926418108E12,3.156057750169089E12
1053,1.4016118226387766E12,1.600582116954434E12,3.125276210817304E12,2.6173007436111206E12,1.3579194844779556E12,3.3269167158076494E12
1054,1.4017560877937295E12,1.6325529195613567E12,3.1722640219181543E12,2.6285776822431875E12,1.393621005220948E12,3.2575253382217036E12
1055,1.4257165378119727E12,1.5399240220562437E12,3.1890453830256006E12,2.6398546208752544E12,1.4293225259639404E12,3.257608231421731E12
1056,1.4720365837960693E12,1.5505809562585513E12,3.205826744133047E12,2.6759786930508804E12,1.4650240467069329E12,3.2576476125765615E12
1057,1.504460615984937E12,1.5825517588654739E12,3.222608105240493E12,2.531278569806383E12,1.5007255674499253E12,3.2577035172928594E12
1058,1.408351665578376E12,1.526571772144504E12,3.2393894663479395E12,2.5425555084384497E12,1.5364270881929177E12,3.257717011534724E12
1059,1.4437724090239104E12,1.5689915984590728E12,3.2695959163413433E12,2.5538324470705166E12,1.3047310005589443E12,3.2579097864185093E12
1060,1.4685669294357847E12,1.5782917789126904E12,3.286018112030542E12,2.5651093857025835E12,1.3410480647630227E12,3.2579896502989346E12
1061,1.4067347596473984E12,1.588948713114998E12,3.3128643470444194E12,2.5763863243346504E12,1.3067702000602534E12,3.2581714094750747E12
1062,1.4306952096656416E12,1.6209195157219207E12,3.3096661106553613E12,2.6137199078554424E12,1.3430872642643318E12,3.2845423667469277E12
